Date,HM-B.ST,ERIC-B.ST,SEB-A.ST,SWED-A.ST,VOLV-B.ST,TELIA.ST,SHB-A.ST,ATCO-A.ST,SKA-B.ST,INVE-B.ST,ELUX-B.ST,ASSA-B.ST,SCA-B.ST,ALFA.ST,INDU-C.ST,AZN.ST,ATCO-B.ST,ESSITY-B.ST,GETI-B.ST,KINV-B.ST,HEXA-B.ST,ALIV-SDB.ST,SKF-B.ST,LATO-B.ST,SAND.ST,INVE-A.ST,MTG-B.ST,FING-B.ST,Median_Return,HM-B.ST_Target,ERIC-B.ST_Target,SEB-A.ST_Target,SWED-A.ST_Target,VOLV-B.ST_Target,TELIA.ST_Target,SHB-A.ST_Target,ATCO-A.ST_Target,SKA-B.ST_Target,INVE-B.ST_Target,ELUX-B.ST_Target,ASSA-B.ST_Target,SCA-B.ST_Target,ALFA.ST_Target,INDU-C.ST_Target,AZN.ST_Target,ATCO-B.ST_Target,ESSITY-B.ST_Target,GETI-B.ST_Target,KINV-B.ST_Target,HEXA-B.ST_Target,ALIV-SDB.ST_Target,SKF-B.ST_Target,LATO-B.ST_Target,SAND.ST_Target,INVE-A.ST_Target,MTG-B.ST_Target,FING-B.ST_Target
2002-12-17,-0.03561643835616435,-0.058441558441558406,-0.043478252858721644,-0.01382493532857676,-0.022082042463476115,0.003030256791548336,-0.020408089630636006,-0.03978784878121566,-0.00952380952380949,-0.06140350877192979,-0.0939597775216483,-0.027027027027026973,-0.01000001215625046,-0.021582733812949617,-0.04950495049504955,-0.0260736196319018,-0.040697647544483906,,-0.003002996858410656,0.024193536322367093,-0.014286663130291033,-0.005347593582887722,-0.03125,-0.03571423316488176,-0.030373816678277432,-0.06194690265486724,-0.04597702208011578,-0.023809478664718497,-0.027027027027026973,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1
2002-12-18,-0.014204545454545414,-0.06206896551724139,-0.025974048488563217,0.0,-0.045161278017105566,-0.051359484409642775,-0.012500013687817613,-0.033149115259641815,-0.009615384615384581,0.0,0.003703713887099891,-0.01851855383978951,0.0016834565235994692,-0.02941176470588236,-0.02083333333333337,-0.022047244094488216,-0.03636371723269849,,0.03313253053259291,-0.007874034045832201,-0.021739125871476306,-0.010752688172043001,-0.017204301075268824,-0.03703706529405382,-0.026506069943426525,0.0,-0.042168749851484,-0.01951217017172635,-0.01951217017172635,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0
2002-12-19,-0.0028818443804035088,-0.022058823529411797,-0.013333345198995095,-0.009345742832555626,0.02364860968140503,-0.009554115946023956,0.012658241884639265,0.0457142631223757,0.0,-0.03738317757009346,0.03321030893828247,0.02830188781097287,0.010084140745720171,0.037878787878787845,-0.015957446808510634,0.016103059581320522,0.050314517419426386,,0.04956264669436017,-0.051587288574725165,0.014813953328687068,-0.021739130434782594,0.00875273522975939,0.015384645179884915,0.009900962594963536,-0.018867924528301883,-0.03773576421547242,-0.06467658209221028,0.00875273522975939,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0
2002-12-20,-0.011560693641618491,0.015037593984962516,0.013513525702035789,-0.014150995112713227,-0.03630358091810326,0.02893889413154227,-0.012500013687817613,0.0027321672294777777,0.0,0.04854368932038833,0.0,-0.027522936743042847,-0.0033277909049095333,-0.021897810218978075,-0.00540540540540535,0.0015847860538826808,0.0029940492550077913,,0.016666696108481815,0.004184039599349321,0.025547567183310083,0.011111111111111072,0.008676789587852562,0.022727272727272707,0.0024510473290852985,0.028846153846153744,0.013071838027062688,-0.04255341680462843,0.0027321672294777777,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0
2002-12-23,-0.005847953216374324,0.0,0.0,0.0,-0.010274011526394844,-0.015625,0.004219413961546348,-0.03269749363531893,0.0,0.0,0.0,-0.02830188781097298,-0.008347302015011993,0.02238805970149249,-0.016304347826086918,0.02215189873417711,-0.041791198452557854,,-0.016393471107372104,0.09166674513250639,-0.02846818487272751,0.01098901098901095,-0.01935483870967747,0.007407379150390581,-0.017114988702770728,-0.009345794392523366,-0.05806454280937379,-0.08333311212375938,-0.008347302015011993,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0
2002-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-12-27,-0.020588235294117685,-0.0888888888888889,-0.013333345198995095,-0.01435403193340934,-0.010380596575101375,-0.01269840058826266,-0.021008426559397386,-0.022535285740651,-0.029126213592232997,-0.02777777777777779,-0.02499995857312587,0.0048544061477218126,-0.023569052509524235,0.014598540145985384,-0.02209944751381221,-0.03869969040247678,-0.012461025359201128,,-0.011111088679251924,-0.026717554795131604,0.0,-0.01902173913043481,-0.015350877192982448,0.02941173748161474,-0.027363133979273035,-0.009433962264150941,-0.05479445346629652,0.04848478315795979,-0.01902173913043481,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1
2002-12-30,0.009009009009008917,-0.008130081300813052,-0.02027023844468434,0.0,-0.006993033575937835,0.05466234195301589,-0.004291850334434355,-0.020172892175501222,0.020000000000000018,-0.00952380952380949,0.007326027247636535,-0.03864741670912586,0.013793120793699432,0.007194244604316502,0.02824858757062154,-0.01449275362318836,-0.02523642721743935,,0.0,0.015686244684439243,0.010988114695680284,-0.011080332409972304,0.006681514476614803,0.00357145601389508,-0.005115126480443655,0.0,0.02173907994681956,-0.0867052635108071,0.0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0
2002-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-01-02,0.038690476190476275,0.10655737704918034,0.08275859035532429,0.03398052818600639,0.0704225361571853,0.015243902793602881,0.0560344432531894,0.07058829566553904,0.019607843137254832,0.028846153846153744,0.039999995500790586,0.04522613412108556,0.027210918107040794,-0.0071428571428571175,0.0494505494505495,-0.004901960784313708,0.08090606111645382,,-0.01966288120545434,-0.015443986532782783,0.003623222630594558,0.050420168067226934,0.055309734513274256,-0.014234902982200093,0.061696694120780604,0.01904761904761898,0.0851064518021345,0.07594935858191132,0.039999995500790586,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1
2003-01-03,0.002865329512893977,0.007407407407407307,0.006369385232125824,-0.0046947665581718034,0.013157882353605599,0.027027073468436136,-0.012244912288092435,0.035714321132206184,0.028846153846153744,0.04672897196261672,-0.017482564752653307,0.019230807321314325,0.0,-0.007194244604316502,0.005235602094240788,0.003284072249589487,0.04491018950867853,,0.0372492711741188,0.015686244684439243,0.018050432534533645,0.016000000000000014,0.004192872117400492,0.032490976519035986,0.03631963256457227,0.03738317757009346,-0.026143837189160468,-0.0058822482302195445,0.013157882353605599,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0
2003-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-01-07,-0.005714285714285672,0.07352941176470584,-0.03164555239023159,-0.004716998370904446,0.0032467657125587746,-0.02339179003549785,0.0,-0.007957665506755585,0.01869158878504673,-0.008928571428571397,-0.028469719158859208,0.01886796119502665,0.019867573660421245,-0.007246376811594235,0.03125,-0.03109656301145658,-0.008595920252023825,,0.0,0.0,0.007092403056076169,0.0,0.0,0.02097902209830238,0.0,0.009009009009008917,0.013422843222402392,0.011834186154964232,0.0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1
2003-01-08,-0.03735632183908044,-0.03424657534246578,-0.019607812724177665,0.0047393538955087244,-0.03236245994644982,-0.03293419875942394,-0.012396610176184764,-0.021390285727154845,-0.02752293577981646,-0.036036036036036,-0.01831506811909145,-0.03703710767957902,-0.01623378545536258,-0.029197080291970767,-0.03535353535353536,-0.02195945945945943,-0.023121496605685632,,-0.016574614059476356,-0.015443986532782783,-0.0035212275629097345,-0.002624671916010457,-0.045929018789144016,-0.027397235577582557,-0.056074796112380754,-0.044642857142857095,-0.01986758535023958,-0.005847926890008681,-0.023121496605685632,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1
2003-01-09,0.017910447761193993,0.028368794326241176,0.04000003559698517,0.009433909726767498,0.010033483218617079,0.00928790229556209,-0.004184105019276574,-0.0027323316099140404,-0.009433962264150941,0.01869158878504673,0.007462707239072941,0.0,-0.019802004031468146,0.007518796992481258,0.0,-0.01899827288428324,-0.0029586168188179274,,0.00842694908805175,-0.01960788852367945,-0.03180296554536566,-0.015789473684210575,0.002188183807439792,-0.021126761130930927,0.0024752158459848683,0.0,0.027026993261054733,-0.05882365341158213,0.0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
2003-01-10,0.017595307917888547,0.06896551724137923,0.019230738147768323,-0.00467291451718832,-0.0033112708259412926,0.0,-0.004201685311879477,-0.0082191234396497,0.0,0.00917431192660545,-0.00740742777419956,0.0,0.008417565980482378,0.02238805970149249,0.010471204188481575,0.03345070422535201,-0.008902007145959678,,0.00278550968108382,-0.019999979762840736,0.02189965662826987,0.002673796791443861,-0.0021834061135370675,0.0,0.0074074118058991,0.028037383177569986,0.032894798198822794,0.006250221382400056,0.00278550968108382,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1
2003-01-13,-0.025936599423631135,0.006451612903225712,0.018867894607178082,0.028169032381660353,0.003322271767520979,0.036809841076896,0.025316382961414474,0.01933699775119102,0.0,0.009090909090909038,-0.007462707239073052,-0.004807619300814303,-0.01168620408787191,-0.014598540145985384,-0.010362694300518172,-0.015332197614991494,0.023952027829103217,,0.005555607429229781,0.05306127983784936,0.0035697345931953173,0.008000000000000007,-0.004376367614879695,0.007194217357888499,0.017156938350118,0.0,0.019108236246456523,0.0,0.005555607429229781,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0
2003-01-14,-0.014792899408283988,0.11538461538461542,0.0,-0.009132369704930032,0.02317876946711328,0.020710082211242264,0.0,0.0162602169496322,0.0,0.018018018018018056,-0.015037519666863952,0.004830844160439218,0.0,0.014814814814814836,0.02617801047120416,0.0034602076124568004,0.01754390043316123,,-0.005524913180518287,0.019379758567308558,0.0,0.007936507936507908,-0.00219780219780219,-0.007142830284272872,-0.009638623569244165,0.027272727272727337,0.01250002311280829,0.0,0.0034602076124568004,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0
2003-01-15,-0.01501501501501501,-0.028735632183908066,-0.02469138063111953,-0.009216623552384506,0.012944971633281233,0.0,-0.01234559525930401,-0.01600005262278037,0.00952380952380949,-0.03539823008849563,0.015267098967848947,-0.014423077981147614,0.0033783825407176504,-0.03649635036496346,-0.010204081632653073,0.0017241379310344307,-0.017241418700159272,,0.005555607429229781,0.022813678216595745,0.0035593735898342693,-0.002624671916010457,-0.0066079295154185536,-0.02877695176315176,0.012165489747097968,-0.026548672566371723,0.0,-0.043478307465145694,-0.009216623552384506,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0
2003-01-16,0.0,-0.011834319526627168,0.0,0.009302359901747659,0.003194900444320803,-0.011594247126924806,0.008333242910780525,0.008130026952806846,-0.009433962264150941,0.0183486238532109,0.022556453929244658,-0.014634147430728661,0.010101022504081847,0.007575757575757569,0.010309278350515427,0.001721170395869276,0.011696052836989379,,-0.011049763619997321,-0.007434899257751426,-0.017730391302516635,0.015789473684210575,0.015521064301552201,-0.029629686143663236,0.014423084797768437,0.0,0.0,0.0,0.001721170395869276,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0
2003-01-17,0.0,-0.07185628742514971,-0.025316385587838885,-0.01382493532857676,-0.019108292635635737,-0.017595263958045004,-0.028925555377850465,-0.016128925308138475,0.0,-0.009009009009009028,-0.03308821188100619,-0.06435636496639174,-0.013333349541667316,0.015037593984962516,-0.025510204081632626,-0.0068728522336769515,-0.01734107826551745,,-0.011173161674347565,0.0037453271048697445,-0.0036101422813810125,-0.033678756476683946,-0.0065502183406113135,0.00763364647049336,-0.016587654993112544,-0.009090909090909038,-0.03703702858242053,0.006493390646714614,-0.01382493532857676,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1
2003-01-20,0.024390243902439046,-0.01935483870967747,-0.006493560278234334,0.018691571866932266,0.006493531425117771,0.026865717190415195,0.017021295631044264,0.010928833298347707,0.0,-0.009090909090909038,0.026615923967809874,0.03703695630270332,0.018581056587315237,0.007407407407407307,0.02617801047120416,-0.01038062283737029,0.011764672023680145,,0.005649705914771985,0.007462641015900218,0.003623222630594558,0.008042895442359255,0.01978021978021971,-0.01515154405073682,0.014457742191206213,0.0,0.044871797404427705,-0.03870941942592776,0.008042895442359255,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
2003-01-21,-0.011904761904761862,-0.019736842105263164,-0.019607812724177665,-0.013761434507652104,-0.02258066977224038,-0.008721018559610272,0.0,-0.016216108985885103,-0.01904761904761909,0.00917431192660545,-0.029629596533592317,-0.020408087003130793,-0.01160859160830685,0.007352941176470562,-0.010204081632653073,-0.00874125874125875,-0.017441899742677403,,-0.01123593211740248,0.0,0.02166064453400751,-0.013297872340425565,0.010775862068965525,0.0,-0.007125799828117119,0.0,-0.03067482667568522,-0.02684568899784079,-0.01160859160830685,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0
2003-01-22,-0.027108433734939763,-0.006711409395973145,-0.026666690397990078,-0.018604634002614473,-0.009900965168791576,-0.017595263958045004,-0.016736420077106406,-0.00549452365754155,0.009708737864077666,-0.027272727272727226,0.003816804257291029,-0.005208373069763184,-0.015100642552292931,-0.007299270072992692,-0.020618556701030966,-0.022927689594356315,-0.005917233637635744,,-0.011363677424017227,-0.003703712494422251,-0.021201408363818453,0.013477088948786964,-0.002132196162046962,-0.015384645179884804,-0.033492872057575895,-0.02752293577981646,-0.06329117479297364,0.0,-0.015100642552292931,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1
2003-01-23,0.006191950464396356,-0.020270270270270285,0.006849372125649955,-0.004739353895508613,-0.023333358764648482,-0.002985029078241608,-0.008510647815522132,-0.011049760485480786,0.0,-0.028037383177570097,0.0038022916543174468,0.005235642247849892,0.008517849950422374,0.0,0.010526315789473717,-0.02166064981949456,-0.005952273693196397,,0.0,0.0018587718338609616,0.00361083946230889,0.007978723404255428,-0.021367521367521403,-0.023437501396983973,-0.007425746748978779,-0.018867924528301883,-0.0135135382752265,-0.09655191415191111,-0.004739353895508613,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
2003-01-24,0.0,0.0,-0.02721090769080503,-0.009523844661313063,-0.013651864469140573,0.005987932308542776,-0.01716740133773742,-0.013966443362439684,-0.009615384615384581,-0.04423075455885672,0.003787771828693165,-0.020833373069763184,-0.01689181793032435,-0.014705882352941124,-0.02604166666666663,-0.020295202952029467,-0.023952210934583218,,-0.014367787022725231,-0.0259740243486688,0.0035972230046936726,0.01846965699208436,0.0021834061135370675,-0.024000001464843823,-0.004987567314766905,-0.04230770697960484,-0.02054789894227349,0.04580132253600988,-0.014367787022725231,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1
2003-01-27,-0.043076923076923124,-0.06896551724137934,-0.020979091335100564,-0.02403846239123475,-0.010380596575101375,-0.044642859170226146,-0.021834086192684343,-0.059490027047893745,-0.029126213592232997,-0.04024144807441066,-0.02641505161394775,-0.03191489491218791,-0.024055107046817015,-0.007462686567164201,-0.03208556149732622,-0.03578154425612057,-0.061349620168531294,,-0.008746337731388554,-0.022857132210837072,-0.010753541863967597,-0.025906735751295318,-0.017429193899782147,-0.016393381112106864,-0.032581439787004784,-0.04216864470468307,-0.02097897275434235,-0.0583941054259165,-0.02641505161394775,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0
2003-01-28,0.016077170418006492,-0.022222222222222254,0.00714291692521285,-0.004926035855158162,-0.006993033575937835,-0.031152590036961025,-0.017857163807885712,-0.024096464141260432,-0.025999984741210902,-0.008385776089749775,-0.027131737870164208,-0.01648351717450136,-0.014084426350551404,-0.03007518796992481,-0.02209944751381221,-0.00390625,-0.022875902881115184,,-0.014705918700410048,-0.021442512300582917,-0.014491980903317492,-0.015957446808510634,-0.0687361419068736,-0.012499999999999956,-0.02849735686968302,0.0,-0.050000088048786084,0.07751955930109711,-0.01648351717450136,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1
2003-01-29,0.07594936708860756,0.030303030303030276,-0.0212765621727542,-0.0346535006097618,-0.02112677427918841,-0.003215446310068537,-0.040909031180426325,-0.009259197362918803,-0.045174552946078084,-0.02325578206900314,0.003984012928863523,-0.027932919462104633,-0.02857146292190038,-0.06976744186046513,-0.016949152542372836,0.04313725490196085,-0.0100333664891471,,-0.008955205666267396,-0.023904371495114818,0.0,-0.01621621621621616,-0.00952380952380949,0.004219344899624167,-0.05066665811599946,-0.033543024386311626,0.01503762185953117,-0.06474810183100399,-0.016949152542372836,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0
2003-01-30,0.05294117647058827,0.05882352941176472,0.0072463293028419695,0.00512822404839941,0.010791408368430622,-0.006451637514175879,0.014218025577680926,0.006230550030700055,-0.006451596495925749,0.05627702232002463,0.043650852832042286,0.01724137931034475,-0.011029425415007399,0.0,0.01724137931034475,0.09398496240601495,0.006756841216504217,,0.021084362488163366,0.01428571330237327,0.0,0.008241758241758212,0.04807692307692313,0.00840342599586208,0.019662894150141108,0.05422993671905241,0.051851855233698396,0.03846146385240501,0.01428571330237327,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1
2003-01-31,0.0,0.00694444444444442,0.007194197776682287,-0.010204119087899421,0.021352326452827697,-0.009740235210771275,0.01401870723958254,-0.0092880491036329,0.01731600051622273,0.004098376353816935,-0.045627382239396774,0.0,0.0055761630137602936,-0.025000000000000022,-0.005649717514124242,0.0034364261168384758,-0.003355746362915024,,-0.014749298901463814,-0.014084506086417092,0.011028513306252208,0.0,-0.029816513761467878,-0.01666669845581059,-0.019283720397151094,-0.0020575818366401766,0.007042266359028382,0.11111119850253903,0.0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
2003-02-03,0.013966480446927276,-0.11724137931034484,0.035714372739233724,0.020618538075427573,0.01742160232433343,0.006557402063588569,0.02764968992843797,0.05625000235012667,-0.002127627108959418,0.020408163265306145,0.0478087713229447,0.03954800104690803,-0.0036967587558456305,0.042735042735042805,0.011363636363636465,0.0,0.05723915257081735,,0.01497009734174104,-0.00816328441103431,0.018182904756306906,0.013623978201634968,-0.007092198581560294,0.01694918541824819,0.03370788287897786,0.030927835051546282,-0.013986039303970244,0.0,0.01694918541824819,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
2003-02-04,-0.04132231404958675,-0.125,-0.055172461763673075,-0.015151478449116795,-0.017123287223834494,-0.02280132721639805,-0.02690575416839114,-0.03550290065161421,-0.019189797368818762,-0.04400001525878905,-0.022813749925904125,-0.04347828250300956,-0.014842318323738612,-0.008196721311475419,-0.0393258426966292,-0.023972602739726012,-0.044586149154486776,,-0.029498597802927518,-0.020576110838560258,-0.014286663130291033,-0.016129032258064502,-0.02857142857142858,-0.0416666984558105,-0.03260871222641548,-0.04599998474121092,-0.03546097058669506,0.03333317996138918,-0.02857142857142858,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1
2003-02-05,0.008620689655172376,0.0535714285714286,0.021897776238513744,0.020512801592626362,0.03484320464866708,0.06333332061767583,0.004608189905647375,0.042944743384396356,0.0130434450895891,0.016736385979694512,0.05058367725698765,0.01136365853065402,0.024482086145710014,0.016528925619834656,0.01754385964912286,0.010526315789473717,0.04666684402264987,,-0.027355568334556435,0.025210072124638883,0.0,0.005464480874316946,0.017156862745097978,0.0,0.03370788287897786,0.010482180125843454,0.014705909011311968,-0.0322579208795315,0.016736385979694512,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0
2003-02-06,0.017094017094017033,0.04237288135593231,0.014285727907010548,0.005025144261195047,-0.0033670161246093233,-0.006269556676566368,0.01376148447980774,0.0,0.008583724012374061,0.014403308331628839,-0.00740742777419956,-0.14606744029157492,-0.011029425415007399,0.0,-0.017241379310344862,-0.01388888888888884,0.003184460611289852,,-0.018750032382709447,-0.016393481146611988,-0.021739125871476306,-0.005434782608695676,0.002409638554216942,0.0,-0.0027174652964977453,0.018672151388712033,-0.05072472830058028,-0.1333333392322542,-0.0027174652964977453,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0
2003-02-07,-0.03081232492997199,0.03252032520325199,-0.03521124848075652,-0.03000001844718936,-0.04054056579305587,-0.04100949883663774,-0.022624353187213453,-0.01176474543604289,-0.034042520725980685,-0.024340786643204826,-0.02611935991859793,0.06578952717979458,0.0018587905284694894,0.0,-0.005847953216374324,-0.0035211267605633756,-0.019047374048847154,,0.012738900035254686,-0.02083331283852452,0.0,-0.016393442622950838,-0.007211538461538436,0.0,-0.01089915250535145,-0.020366599410936104,-0.030534314511484806,0.15384616169974685,-0.016393442622950838,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1
2003-02-10,-0.014450867052023142,-0.03937007874015752,-0.04379555247702738,-0.025773196366436157,-0.007042213319620072,-0.029605250981045383,-0.041666712753595125,-0.03869033923297227,-0.02643173397814602,-0.01663200129810738,-0.01915708108443792,-0.01851851851851849,-0.02040813564897148,-0.03252032520325199,-0.00588235294117645,0.007067137809187329,-0.04854389396564229,,-0.025157252019837317,-0.021276502605498404,0.0074081925995608255,-0.011111111111111072,-0.007263922518159771,-0.017391338095999576,-0.041322336862949616,-0.01663200129810738,-0.05511811482181084,-0.033333268445203124,-0.021276502605498404,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0
2003-02-11,0.02639296187683282,0.040983606557376984,0.06106864092550346,0.03174605188657642,0.010638270529935934,0.0203389959820246,0.03864738760104536,0.04024752981479596,0.009049721816227319,0.02959834140508777,0.04296868557393152,-0.0062893561597140435,0.02462108150882436,0.008403361344537785,0.041420118343195256,0.02807017543859658,0.04761923087283959,,0.0,0.12608687650399286,-0.007353714863529537,0.014044943820224809,0.02195121951219514,-0.02654867435885233,0.07183908343846035,0.02959834140508777,0.05833333846951305,-0.07586217249472893,0.02807017543859658,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0
2003-02-12,0.005714285714285783,0.0,0.007194197776682287,0.020512801592626362,-0.003508785314727203,0.03986707110906118,0.004651167959213387,0.014881092535907747,0.0022422038618765683,0.002053356725965294,0.03745317180538654,-0.037974685377999085,-0.0129389667680615,-0.025000000000000022,-0.011363636363636354,-0.005119453924914641,0.019480562674294433,,0.0,-0.048262498610648685,0.02222221745384889,0.0,-0.014319809069212375,0.01818185412194362,0.0026810383215474243,0.002053356725965294,-0.023621993745540637,-0.06716446738156312,0.002053356725965294,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
2003-02-13,0.005681818181818121,-0.047244094488189003,0.05000010064624427,0.025125628606529782,0.003521140239892029,0.006389800888641606,0.03240733264416784,0.011730067134057887,-0.004474289922278274,-0.006147525445711843,0.036101072147873614,0.013157920493975128,-0.014981187229695436,0.02564102564102555,0.01724137931034475,-0.030874785591766707,0.019108029661254244,,0.0,0.014198712881183573,-0.021739125871476306,-0.013850415512465353,0.026634382566586012,0.004464319926136495,0.02139031358327892,-0.006147525445711843,-0.032258122238019604,0.08800015714730924,0.006389800888641606,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1
2003-02-14,0.01412429378531077,0.008264462809917328,-0.006802777371941682,0.0,0.024561430278577268,0.0,0.013452930652503747,0.023188484650001673,0.0,0.01855673249234857,0.006968660642565627,0.025974001846660322,0.017110232902940226,0.04166666666666674,0.005649717514124353,0.019469026548672552,0.03125020306114923,,0.0,0.0,-0.02222164524904069,0.0,0.004716981132075526,0.02222218831380207,0.023560222608345338,0.010309278350515427,0.05833333846951305,0.029411733131850415,0.013452930652503747,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1
