Date,HM-B.ST,ERIC-B.ST,SEB-A.ST,SWED-A.ST,VOLV-B.ST,TELIA.ST,SHB-A.ST,ATCO-A.ST,SKA-B.ST,INVE-B.ST,ELUX-B.ST,ASSA-B.ST,SCA-B.ST,ALFA.ST,INDU-C.ST,AZN.ST,ATCO-B.ST,ESSITY-B.ST,GETI-B.ST,KINV-B.ST,HEXA-B.ST,ALIV-SDB.ST,SKF-B.ST,LATO-B.ST,SAND.ST,INVE-A.ST,MTG-B.ST,FING-B.ST,Median_Return,HM-B.ST_Target,ERIC-B.ST_Target,SEB-A.ST_Target,SWED-A.ST_Target,VOLV-B.ST_Target,TELIA.ST_Target,SHB-A.ST_Target,ATCO-A.ST_Target,SKA-B.ST_Target,INVE-B.ST_Target,ELUX-B.ST_Target,ASSA-B.ST_Target,SCA-B.ST_Target,ALFA.ST_Target,INDU-C.ST_Target,AZN.ST_Target,ATCO-B.ST_Target,ESSITY-B.ST_Target,GETI-B.ST_Target,KINV-B.ST_Target,HEXA-B.ST_Target,ALIV-SDB.ST_Target,SKF-B.ST_Target,LATO-B.ST_Target,SAND.ST_Target,INVE-A.ST_Target,MTG-B.ST_Target,FING-B.ST_Target
2008-12-15,-0.02931596091205213,-0.0016778267899539845,-0.03797468671304327,-0.016701446101760276,0.00524936406691201,0.005376364484882101,-0.02597405590815538,-0.007905164344331306,0.0,-0.008438818565400852,-0.09731538479157731,0.008108108442486328,-0.0077821105113397016,-0.05681818181818177,-0.0020920183204430343,-0.007987220447284393,-0.008771949432270443,,0.0024630453953835563,-0.012820557171068891,-0.04545460052889627,-0.017699115044247815,-0.010563380281690127,0.0036231884057971175,-0.03238865444150585,0.0,0.00666667871956772,0.01960645005310324,-0.007987220447284393,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1
2008-12-16,0.01845637583892623,0.015126076065191674,0.03508775125409125,0.03609343364269901,0.049608395919767956,0.0374330923546331,-0.0019047641584692965,0.03984068965451115,0.02508960573476693,0.03191489361702127,0.033457243702342154,0.0,0.035294050346018624,0.05622489959839361,0.04821801258434211,0.03864734299516903,0.03982300845043185,,-0.004913987416687582,0.04329011711737807,0.023809599365043566,0.009009009009008917,0.02491103202846978,-0.054151624548736454,0.0209204852514826,0.02857142857142847,0.019867503715600643,-0.042306505431934704,0.02857142857142847,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2008-12-17,0.0,-0.009933812477823878,-0.03813559535077238,-0.028688591982390488,0.03980095631232272,0.02061853744307318,-0.01908390090002432,-0.007662860272531047,0.03846153846153855,0.0,0.007194199128006007,-0.02144770160287246,-0.007575767235842745,0.0038022813688212143,-0.02400001525878903,-0.04341085271317835,-0.004255328746569975,,-0.027160505072060248,-0.04564316096014265,-0.030232580999879244,-0.023809523809523836,-0.01041666666666663,0.003816793893129722,0.0,0.002136752136752129,0.025974073792732977,0.004015353008456568,-0.007575767235842745,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1
2008-12-18,0.011532125205930832,0.016722408240103404,0.013215838018559856,-0.0021096541463173635,0.026315844710424807,0.012626263112781588,-0.007782109848675001,0.03088805510364301,0.010101010101010166,0.0,0.03214285360372782,-0.0027397469871154323,-0.007633526212996511,-0.011363636363636354,0.00819675270763387,0.017828200972447306,0.021367569766722605,,-0.010152248053513446,0.043478214962967776,0.014388479354075834,0.0,0.03157894736842115,-0.0076045627376425395,0.020491787121236227,0.004264392324093924,0.05696197149397042,-0.00399929442953717,0.011532125205930832,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0
2008-12-19,0.013029315960912058,0.0032894862738344077,-0.026086915586327142,-0.05074000821933433,-0.023310022480926063,-0.0024937276290828425,-0.0058823595547305985,-0.0337078626367362,0.0033333333333334103,-0.030927835051546393,-0.006920371815729687,0.02747254958404488,-0.02307695129580234,-0.026819923371647514,-0.03048780440527743,-0.0015923566878981443,-0.04184101167872756,,-0.03589753175473798,0.004166718664923019,-0.0212766263910108,0.012195121951219523,-0.003401360544217691,-0.011494252873563204,-0.03815260510846041,-0.03609341825902335,-0.04191617120063995,0.0240965155898758,-0.0212766263910108,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1
2008-12-22,-0.003215434083601254,-0.018032761870837577,-0.013392901778610966,-0.048997730050637345,0.0023865983407980185,-0.014999961853027322,-0.027613443458375686,-0.0038760205111558754,-0.01661129568106312,-0.012765957446808529,-0.0278745817520466,-0.040106952689817565,-0.007873951974341598,0.003937007874015741,-0.03144654037753025,0.004784688995215225,-0.004366821945492427,,0.0,-0.033194985439322644,-0.07729472820367156,-0.02409638554216864,-0.0068259385665528916,-0.027131782945736482,-0.006263051510519313,-0.013215859030836996,0.006250011556404145,0.003920873616236831,-0.013215859030836996,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,1
2008-12-23,0.004838709677419395,-0.018363977642690377,0.027149345865118857,0.028103018696788107,-0.011904761904761862,0.0,0.0020283999250980678,0.0038911025042733804,0.006756756756756799,-0.006465517241379337,-0.007168479930994454,-0.002785536631327301,0.031745995228041,0.0117647058823529,0.019480469617299212,0.015873015873015817,0.008771949432270443,,-0.0026595651492432593,-0.00858379735002679,0.015706796888247387,0.012345679012345734,0.0,0.01195219123505975,0.014705862540161263,-0.008928571428571397,0.006211191537515592,0.015624315470566197,0.006211191537515592,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1
2008-12-29,-0.008025682182985605,-0.025510204412631632,0.022026418477448795,0.006833759408093165,0.019277090049651724,-0.01269035483847858,0.00404858769521832,0.011627906072903649,0.006711409395973256,0.002169197396963085,-0.018050494987750687,-0.005586571105725691,0.0,0.007751937984496138,0.02547772403005033,-0.025000000000000022,0.008695671442100705,,-0.013333286490290863,0.034632117055702905,-0.01288663942181234,-0.03353658536585369,0.03436426116838498,-0.007874015748031482,0.01242236746444414,-0.006756756756756799,0.012345701557989752,-0.0576926267449307,0.002169197396963085,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0
2008-12-30,-0.01132686084142398,0.02617801081975979,0.047413803574965385,0.004524882628716087,0.014184451528137965,0.0,0.01612905090384875,0.022988503980762465,0.03333333333333344,0.01298701298701288,-0.018382372693150018,-0.005617956217604192,0.02692307387986448,0.03846153846153855,0.03519670372241013,-0.01602564102564108,0.025862037908166213,,0.010810772316712791,0.054393303549806316,-0.010443858518636828,-0.003154574132492094,0.02657807308970095,0.003968253968253954,0.002044963626466556,0.020408163265306145,0.027438998724623964,0.05306078197787656,0.01612905090384875,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1
2009-01-02,0.05237315875613757,0.05442178238877515,0.06995881809708715,0.04279280472372693,0.053613033921994235,0.0359896569734135,0.017857163173014,0.0337078626367362,0.016129032258064502,0.05341880341880345,0.08239696923489093,0.031073424775721614,0.033707871464688566,0.025925925925925908,0.030000000000000027,0.02442996742671011,0.037815038956469316,,0.0508021949221642,0.043650800449200666,0.12137216554042674,0.06962025316455689,0.016181229773462702,0.01976284584980248,0.061224526521766576,0.057777777777777706,0.03857566505081533,0.04651190755994783,0.04279280472372693,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1
2009-01-05,0.010886469673405896,0.01935485101515244,-0.023076887093776532,-0.008639300680215234,-0.004424795565566408,0.007444149943920175,-0.007797279670404,-0.010869564427598788,0.012698412698412653,-0.006085192697768749,0.027681679282114402,-0.024657534761978295,-0.0036232267052630496,0.0,-0.004854368932038833,-0.0031796502384737746,-0.004048509818583401,,0.0025445201633471637,0.019011437662064035,0.07058827745880203,0.01775147928994092,-0.006369426751592355,0.007751937984496138,0.028846170151397788,-0.010504201680672232,-0.014285670009750118,0.11111178020286672,-0.0031796502384737746,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1
2009-01-07,0.009230769230769154,0.02373411656954172,-0.003937040519482404,0.01307188294756334,-0.028888871934678817,-0.0024630166965359246,0.025540209944481695,-0.010989010181765013,-0.018808777429467072,0.008163265306122547,0.003366982186820744,0.058988765309125224,0.018181807053400334,-0.0036101083032491488,0.039024390243902474,0.03508771929824572,-0.020325165859979566,,0.02284266958068426,0.03358200201868167,-0.0351648101491262,0.008720930232558155,0.012820512820512775,0.0,0.0233644488722784,0.01273885350318471,-0.03478259937479744,0.10000065256889279,0.009230769230769154,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1
2009-01-08,-0.0060975609756097615,-0.01700152281306988,-0.04347827106518465,-0.03870974012572059,-0.0228832947949984,0.007407388569396156,-0.0268198637490763,-0.02962965218740532,-0.022364217252396124,-0.004048582995951455,-0.03020133915738321,0.0,-0.017857132122619745,-0.018115942028985477,-0.009389671361502372,0.0015408320493066618,-0.02074693359526336,,-0.007444250936007202,-0.007220209221540097,-0.002277946019766164,0.0057636887608070175,-0.009493670886076,0.011538461538461497,-0.004566188317328135,-0.004192872117400381,0.00600594264270371,0.0727276036276776,-0.007444250936007202,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1
2009-01-09,0.004601226993865115,-0.01729557390742209,-0.033057820341618305,-0.02013415894482895,-0.02810306186179201,-0.007352922614470181,-0.009842530794592519,-0.011450381095087336,-0.016339869281045805,-0.028455284552845517,-0.013840807637857888,-0.03978779921367859,0.003636402214879153,-0.014760147601476037,-0.009478672985781977,0.01846153846153853,-0.01271189295619013,,0.005000092222239738,-0.036363598899805005,-0.022831034348750223,0.0372492836676217,-0.04792332268370603,0.0038022813688212143,-0.03669721936852688,-0.02947368421052632,-0.02089548723915413,0.016949247863944805,-0.014760147601476037,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1
2009-01-12,-0.022900763358778664,-0.03200000000000003,-0.04700855703095286,-0.025114184098312564,-0.048192771084337394,-0.007407388569396267,-0.05765404627363446,-0.01544398883673792,-0.03654485049833889,-0.023012552301255207,-0.021052628846116472,-0.055248598873256394,0.0072463856499325185,-0.011235955056179803,-0.03349282296650713,-0.009063444108761365,-0.017167333534216067,,-0.017412981792062965,-0.015094323484786676,-0.04205613380379314,-0.04972375690607733,-0.043624161073825496,0.0037878787878788955,-0.038095283902384036,-0.02819956616052066,-0.021341501913063943,0.27777700968897934,-0.023012552301255207,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1
2009-01-13,-0.009375000000000022,-0.013223127885298336,-0.05829598321407925,-0.04918033672169031,-0.0481013044526305,0.002487524184658252,-0.004219413961546459,-0.03529411487136158,-0.0034482758620689724,-0.01927194860813708,-0.014336893561455732,-0.011695928740919737,-0.039568359601127034,-0.02651515151515149,-0.027722802492651577,-0.0015243902439023849,-0.03493448654322873,,0.030379749931542133,0.0,-0.07804882262270396,-0.011627906976744207,-0.028070175438596467,-0.01132075471698113,-0.033663333017445396,-0.017857142857142905,-0.046728904491098455,0.33695746966872275,-0.017857142857142905,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1
2009-01-14,-0.01577287066246058,-0.03350083709281226,-0.09142852824401904,-0.09359608765095828,-0.05585102551444132,-0.062034740628505,-0.10169492726517149,-0.0528455784952131,-0.05536332179930792,-0.06768558951965065,-0.06545460244626311,-0.041420096705963694,-0.04494380527136488,-0.0778210116731517,-0.07942969108720432,0.006106870229007688,-0.06787326894144496,,-0.041769000941968115,-0.04597706496804799,-0.05026436877139162,-0.01764705882352946,-0.06498194945848379,0.003816793893129722,-0.0655737516414423,-0.0636363636363636,-0.0604575429324159,0.12195088263150011,-0.05585102551444132,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1
2009-01-15,-0.009615384615384581,0.005199293467830213,-0.020964378839539277,-0.016304333523194048,-0.005633824308153623,0.0026455632496498183,-0.03537739835928755,0.008583719431005443,-0.00366300366300365,-0.0023419203747072626,-0.01945520306715931,0.021604891176576935,0.011764683448672875,0.025316455696202445,-0.024336333412637412,0.004552352048558417,0.009708660041234607,,0.0,-0.012048126185377317,-0.1309193280485964,-0.041916167664670656,0.027027027027026973,-0.011406844106463865,-0.002193042211008467,-0.009708737864077666,0.006956534266359338,-0.043478461589065986,-0.00366300366300365,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0
2009-01-16,0.024271844660194164,0.0327586469979122,-0.04068522926000406,-0.02209942780587748,0.01699723234521855,0.02902370527267628,0.03667485947262139,0.02127653764226145,0.003676470588235281,-0.021126760563380254,0.027777749231715276,-0.0030211020764631114,0.027131780136121053,-0.004115226337448541,0.018140659397692938,-0.0060422960725075026,0.028846120862563884,,0.05128197910034782,0.004064981348360641,0.022435882375089866,0.0,0.026315789473684292,0.0,0.015384683146669298,-0.026960784313725505,-0.027633900887003793,-0.030302707324734612,0.015384683146669298,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
2009-01-19,-0.0015797788309637184,-0.023372312023632547,-0.02901789963550505,-0.06214690111967669,-0.03064073097672182,0.0025640634390025063,-0.01179246611976248,-0.008333277626626945,0.01098901098901095,-0.014388489208633115,0.011583010204242017,0.006060582941228798,0.0037735542795118704,0.008264462809917328,-0.024498936557593498,0.001519756838905817,-0.009345815759361331,,-0.021951249032925002,-0.020242948592810173,-0.10344832731594034,-0.03749999999999998,-0.01831501831501836,-0.0346153846153846,-0.021645003993376655,0.0,-0.035523956440701276,-0.11718802656091187,-0.01831501831501836,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
2009-01-20,-0.025316455696202556,-0.042735042735042694,-0.15172405856795435,-0.10843370648840311,-0.03160915224818861,-0.010230120889809902,-0.08353220079048251,-0.06722694315467037,-0.02898550724637683,-0.04622871046228716,-0.041984751418209565,-0.04216865268773118,-0.01503761301569595,-0.04508196721311475,-0.04566210125199588,-0.007587253414264028,-0.06792453120480524,,-0.0049875136934312,-0.01652890903313209,-0.09090916958674233,-0.012987012987012991,-0.026119402985074647,-0.043824701195219085,-0.0309734964498386,-0.052896725440806036,-0.0257826447848698,-0.115044167750888,-0.04216865268773118,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0
2009-01-21,0.0032467532467532756,0.11785711560930534,0.056910556851017535,0.047297253082659196,0.023738849226980552,-0.012919896386121454,0.05468743681049948,0.03153159175499787,0.02238805970149249,0.020408163265306145,0.03984068266644658,0.028301886792452935,-0.007633526212996511,0.03862660944205998,0.0047847073346865,-0.041284403669724745,0.03238878008238477,,0.0050125136740188925,0.004201733071758085,0.046153895725426386,-0.046052631578947345,0.02298850574712641,0.02083333333333326,0.03424659414583098,0.02127659574468077,0.01890353195142347,0.0,0.02238805970149249,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
2009-01-22,0.008090614886731462,0.003194900444320803,-0.06410261895491853,-0.029032232150149384,-0.03188401374264038,-0.026178009948370717,-0.017283912018056014,0.0,-0.0036496350364964014,0.010000000000000009,0.0076628577871937775,0.012232369239177254,0.023076879365325764,-0.012396694214875992,0.0,0.012759170653907415,0.0,,0.0024938663613107703,-0.012552344241904767,0.0,-0.012068965517241348,0.014981273408239737,0.012244897959183598,-0.008830085749106265,0.01041666666666674,-0.018552818160536777,-0.00399929442953717,0.0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0
2009-01-23,0.0048154093097914075,0.014331234662623649,-0.05753423822551462,-0.023255792574531253,-0.026946152238393473,0.0026881309696293876,-0.07286428465563488,-0.04803496088469916,-0.00366300366300365,-0.004950495049504955,-0.05703421117227825,0.0030211712250571843,0.0037594384079178145,-0.01673640167364021,-0.023809523809523836,0.02834645669291347,-0.04705888701442207,,-0.029850747899136665,0.0,-0.022058881176447498,-0.0017452006980802626,-0.022140221402214055,-0.0040322580645161255,-0.013362947637991063,-0.012886597938144284,0.00945171937143896,-0.038153515959135964,-0.013362947637991063,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0
2009-01-26,0.007987220447284393,0.05337515966184658,0.13953481603804607,0.16326530932375216,0.012307739257812589,-0.0026809242940074585,0.10027091883784922,0.0,0.05147058823529416,0.02238805970149249,0.060483860441196136,0.009036144785964817,0.00749064588600401,0.017021276595744705,0.004878067388767171,0.009188361408882129,0.006172874461151556,,0.12307693000636655,0.0508475196389051,0.03007524447960086,0.010489510489510412,0.02264150943396226,0.08097165991902844,-0.00677210297823605,0.02872062663185382,0.022471951611601648,-0.100208156530053,0.02238805970149249,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0
2009-01-27,0.0031695721077653616,-0.01937400077385487,-0.012755019755136376,-0.0467836489942236,0.03951365278928565,0.008064495454511489,-0.04433490985620636,0.05045874471329315,0.0,0.0024330900243310083,0.0,0.011940321553707278,0.0037175114038283663,0.029288702928870203,0.0072815347452712675,-0.01365705614567525,0.03271984684429019,,0.00913238712803044,0.01209670663106377,0.018248165038098785,0.02768166089965396,0.022140221402213944,-0.02621722846441943,0.022727347258533204,0.002538071065989911,-0.0018315051394304227,0.10208782087934831,0.0072815347452712675,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1
2009-01-28,0.01579778830963674,0.01671730126297777,0.041343648206128236,0.02147237289352444,0.07017537010649355,0.0,0.023195840422263192,0.04803487331084266,0.006993006993007089,0.016990291262136026,0.019011356834743864,0.04424778761061954,0.025925852554869788,0.024390243902439046,0.021686783756118322,0.012307692307692353,0.044554453447138265,,-0.002262435346570557,0.019920352131943098,0.07526891259872226,0.06397306397306401,0.07220216606498187,0.04615384615384621,0.04444440881666423,0.0151898734177216,0.07339444727169919,0.09473730315278961,0.024390243902439046,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1
2009-01-29,-0.015552099533437058,-0.019432033215349476,-0.08933005015671214,-0.09309307853683313,-0.04098360826601155,-0.024000040690104196,-0.05541562031178904,-0.029166638813313495,-0.02430555555555558,-0.05250596658711215,-0.06343285153108702,-0.05084745762711862,-0.06137181653749735,-0.0357142857142857,-0.04716980962322126,-0.059270516717325195,-0.01895738809748948,,-0.009070262268240703,-0.031249967061916628,-0.0333333756444244,-0.012658227848101222,-0.06060606060606055,0.022058823529411686,-0.04680850882384546,-0.052369077306733125,-0.02051277426356557,0.009614704175047839,-0.0357142857142857,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1
2009-01-30,0.023696682464454888,0.01829275313337253,-0.02452314314359416,-0.02317878670941076,-0.04273504459283484,0.0054645019474759415,-0.023999963812394776,-0.03004288890285145,0.021352313167259718,-0.02015113350125941,-0.035856496485224376,0.002976145063127822,0.007692245168124279,-0.03292181069958844,0.00990093307113904,0.024232633279483107,-0.033816403235916725,,0.022883212408688403,-0.028225830142354247,-0.03103453007560386,0.03205128205128216,0.007168458781362075,-0.02877697841726623,-0.04017859419474923,-0.018421052631578894,-0.001745203851788224,-0.028570500393468867,-0.02015113350125941,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0
2009-02-02,-0.007716049382716084,-0.025449169161257723,-0.013966493176933659,-0.0711864520716623,-0.044642859170226146,-0.013586956803424588,-0.06557384325985571,-0.026548670995816925,-0.05226480836236935,-0.041131105398457546,-0.004132281626217704,-0.03560831021762523,-0.03053431899616632,-0.021276595744680882,-0.03676470656983444,0.004731861198738141,-0.024000033432618695,,-0.015659899871034222,-0.02904566824048127,-0.017793584660785622,-0.0031055900621117516,-0.04982206405693945,-0.022222222222222254,-0.03488364831140933,-0.04289544235924936,-0.04195803171029777,-0.06862810542377107,-0.02904566824048127,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0
2009-02-03,0.02021772939346822,0.032258041833225226,0.02549573225872903,0.036496316579352595,0.018691660976310587,0.019283767979388466,0.08187137240053688,0.0727272379220929,0.03676470588235303,0.018766756032171594,0.03734439356299424,0.033846202385357405,0.01574805120793088,0.05652173913043468,0.035623449187212275,0.03610675039246458,0.08606553995746768,,0.020454471959850284,0.004273557494171687,0.0,-0.04049844236760125,0.0786516853932584,-0.03409090909090906,0.05542165090716922,0.019607843137254832,0.005474462406226177,0.04210586391679283,0.032258041833225226,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1
2009-02-04,0.02286585365853666,0.03869056877365873,0.058011042932719636,0.059859182661200494,0.08562688598570078,0.005405426025390625,0.08378375202157318,0.08898304832697335,0.03900709219858145,0.050000000000000044,0.09200001331845109,0.029761859348842012,0.031007717660676448,0.06995884773662553,0.06142506027362149,-0.039393939393939426,0.08962265602402586,,0.040089141317939836,0.017021258028984576,0.061594237891185566,0.05844155844155852,0.07638888888888884,0.027450980392156765,0.057077626406481397,0.05494505494505497,0.009074426404169111,-0.0020209838033052874,0.05494505494505497,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0
2009-02-05,0.007451564828613977,-0.021489970407131964,0.03916452802042869,-0.0365448935107644,-0.01690136546819987,-0.010752728969764092,0.029925222691101316,-0.0038910244715349984,-0.0034129692832765013,-0.007518796992481258,0.01098900949983106,0.017341041227177056,-0.0037593680999301604,0.0,-0.025463015495176378,0.004731861198738141,0.008658028523803818,,-0.014989333836118668,0.008368191861580332,-0.013651869148857743,-0.030674846625766916,-0.006451612903225823,0.0,0.015118769929710618,-0.01302083333333337,-0.001798564341087494,-0.030364526523101065,-0.0037593680999301604,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0
2009-02-06,0.022189349112426093,0.03074668199545627,0.1557789249035706,0.04137935366611267,0.1633236876512898,0.010869606906841245,0.06537526260364435,0.06640627264444854,0.044520547945205546,0.07070707070707072,0.014492729340148225,0.05113636585306547,0.015094358264645003,0.05769230769230771,0.0807601341831139,-0.023547880690737877,0.06437774135758212,,0.015217433019780957,0.04149373179915328,0.19031163525331563,0.06329113924050622,0.07467532467532467,0.007633587786259444,0.10638298235230903,0.07651715039577844,0.08108104746518174,-0.018788120149592302,0.05769230769230771,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0
2009-02-09,-0.01013024602026047,0.02840909029334049,0.08043475719930071,0.13245036247658404,0.113300553243874,0.010752626424140876,0.061363709666997446,0.0073259578149182936,0.016393442622950838,0.011792452830188704,0.0250000412898419,0.008108108442486328,0.014869906567552604,0.029090909090909056,0.057142823607057025,-0.003215434083601254,0.0080645340275447,,-0.02783725366380496,0.05577694296883684,0.16860452051387154,-0.008928571428571397,0.03625377643504524,0.022727272727272707,0.09615384911843594,0.01225490196078427,-0.00166666967989193,-0.04893674701984885,0.016393442622950838,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0
2009-02-10,-0.0014619883040936088,-0.029005503174892366,0.03621727710215228,-0.023391858209079963,-0.05752217356045186,0.01861704232305339,0.08137043894298435,-0.05454545321954285,-0.012903225806451646,-0.011655011655011704,-0.01393732310223994,-0.04557638891701332,-0.040293122850606045,-0.028268551236749095,0.0062370698809735,0.012903225806451646,-0.060000050556640816,,0.011013176442684625,0.003773529960107158,-0.022388092219483124,0.009009009009008917,-0.06997084548104959,-0.025925925925925908,-0.0877193007129119,-0.01937046004842613,-0.05175293294195882,0.03355720789765981,-0.01937046004842613,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1
2009-02-11,0.004392386530014614,-0.008534937090598382,0.0,0.029940161927941134,0.01643194338057774,-0.007832878408265298,-0.0475247118168981,0.0038462051688399335,0.0032679738562091387,-0.007075471698113178,-0.03180211667685029,0.0,0.007633597594389974,0.025454545454545396,-0.008264494075791107,0.009554140127388644,-0.012765899491865795,,0.01089330330122884,0.03007525890123075,-0.027989852702172024,-0.005952380952380931,0.0031347962382444194,0.0038022813688212143,0.019230754407820294,0.0024691358024691024,0.012323966128299668,0.015151207190461813,0.0032679738562091387,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1
2009-02-12,-0.02478134110787167,0.01865140758504147,-0.014563084427067108,-0.04651165129021062,-0.03464203294295087,0.03684214541786601,0.024947952869146306,-0.022988503980762465,-0.026058631921824116,0.0,0.021897807755094867,-0.025280899418196556,-0.02651507906451267,-0.024822695035460973,0.04166666666666674,-0.014195583596214534,-0.017241417185163033,,-0.03448282389320545,-0.014598524332055662,0.0,-0.0029940119760478723,-0.006249999999999978,-0.018939393939393923,-0.02358486891803835,-0.0049261083743842304,-0.048695654112650866,-0.006396662554241761,-0.014598524332055662,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1
2009-02-13,-0.01644245142002987,0.02394361898932651,-0.004926076341214336,-0.054878068927951884,0.016746430041051807,0.0025380322398060873,0.012170399550588407,0.02352940991424113,-0.006688963210702337,0.0213776722090262,-0.010714284534575902,0.028818466424386013,0.01945516712315376,0.0072727272727273196,0.014999999999999902,-0.009600000000000053,0.017543898864540886,,-0.0022321349801067703,0.018518448192776926,0.02356024517528099,0.006006006006006093,0.037735849056603765,0.03474903474903468,0.028985522961213928,0.022277227722772297,0.0,0.015021159586496413,0.015021159586496413,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0
2009-02-16,0.03039513677811545,0.045392065891106004,-0.06336637778137244,0.01612901786119414,0.0023529052734374556,-0.022784848756428056,-0.016032082550516802,0.0,0.010101010101010166,-0.006976744186046546,-0.007220171283404797,-0.030812367671678054,0.019084029676671443,-0.0072202166064981865,-0.018719226855949844,0.01292407108239102,0.012930975019293856,,0.0022371285530049523,0.0,0.046035776483945634,-0.0029850746268657025,0.0,0.011194029850746245,0.0046948130644259845,-0.007263922518159771,-0.034734890212784975,0.05708278375800235,0.0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1
2009-02-17,-0.02507374631268433,-0.05000004015470805,-0.16490487401514065,-0.10476188593824132,-0.058685448111429284,-0.04404137345709824,-0.10183301549412616,-0.0689655119422875,-0.046666666666666634,-0.0374707259953162,-0.047272764696473235,-0.040462407479805784,-0.00749064588600401,-0.040000000000000036,-0.03413656202778281,-0.0015948963317384823,-0.08085107268914149,,-0.03794639268715294,-0.054545447409486636,-0.05623473134665069,-0.020958083832335328,-0.042424242424242475,0.0,-0.07289723631142786,-0.04146341463414638,-0.037878855087745134,-0.0019996472147685296,-0.042424242424242475,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1
